,zendesk_calls
2596,https://useblu.zendesk.com/agent/tickets/435246
2598,https://useblu.zendesk.com/agent/tickets/435248
2600,https://useblu.zendesk.com/agent/tickets/435250
2604,https://useblu.zendesk.com/agent/tickets/435254
2606,https://useblu.zendesk.com/agent/tickets/435256
2616,https://useblu.zendesk.com/agent/tickets/435268
2619,https://useblu.zendesk.com/agent/tickets/435271
2630,https://useblu.zendesk.com/agent/tickets/435281
2635,https://useblu.zendesk.com/agent/tickets/435289
2643,https://useblu.zendesk.com/agent/tickets/435299
2651,https://useblu.zendesk.com/agent/tickets/435307
2682,https://useblu.zendesk.com/agent/tickets/435342
2686,https://useblu.zendesk.com/agent/tickets/435346
2687,https://useblu.zendesk.com/agent/tickets/435347
2693,https://useblu.zendesk.com/agent/tickets/435354
2706,https://useblu.zendesk.com/agent/tickets/435368
2708,https://useblu.zendesk.com/agent/tickets/435371
2718,https://useblu.zendesk.com/agent/tickets/435385
2719,https://useblu.zendesk.com/agent/tickets/435386
2720,https://useblu.zendesk.com/agent/tickets/427088
2743,https://useblu.zendesk.com/agent/tickets/427242
2744,https://useblu.zendesk.com/agent/tickets/427243
2747,https://useblu.zendesk.com/agent/tickets/427248
2756,https://useblu.zendesk.com/agent/tickets/427261
2757,https://useblu.zendesk.com/agent/tickets/427262
2761,https://useblu.zendesk.com/agent/tickets/427266
2784,https://useblu.zendesk.com/agent/tickets/427292
2794,https://useblu.zendesk.com/agent/tickets/427687
2795,https://useblu.zendesk.com/agent/tickets/427688
2805,https://useblu.zendesk.com/agent/tickets/437154
2815,https://useblu.zendesk.com/agent/tickets/429397
2819,https://useblu.zendesk.com/agent/tickets/429447
2820,https://useblu.zendesk.com/agent/tickets/429455
2829,https://useblu.zendesk.com/agent/tickets/429499
2831,https://useblu.zendesk.com/agent/tickets/429513
2832,https://useblu.zendesk.com/agent/tickets/437166
2837,https://useblu.zendesk.com/agent/tickets/437115
2860,https://useblu.zendesk.com/agent/tickets/429339
2861,https://useblu.zendesk.com/agent/tickets/429340
2873,https://useblu.zendesk.com/agent/tickets/429330
2874,https://useblu.zendesk.com/agent/tickets/429331
2883,https://useblu.zendesk.com/agent/tickets/429348
2890,https://useblu.zendesk.com/agent/tickets/429358
2895,https://useblu.zendesk.com/agent/tickets/429364
2897,https://useblu.zendesk.com/agent/tickets/429366
2898,https://useblu.zendesk.com/agent/tickets/429367
2901,https://useblu.zendesk.com/agent/tickets/429370
2908,https://useblu.zendesk.com/agent/tickets/429377
2923,https://useblu.zendesk.com/agent/tickets/429392
